query,len,len_bucket,coles_cnt,wws_search_cnt,coles_url,elastic_results,semantic_results,merged_results,jaccard
onion oil,2.0,1.0,1,3,https://www.coles.com.au/search?q=onion%20oil,"['b486fb5e0cc9019191be914bfc44ffdc', 'a7f3a691e744062c3ea72f293f12f1dd', 'aca460799129491f305ed090b5c81ec7', '24375235a533dea1325eb14602638b03', '46d332c6b4de30c88d0d2fffb2333ff4', '407dcb716c468de7b69d87a8e520e54e', '12c5baad2a182bf96dae9d6197eadc6f', 'a5af704034ac8bffcb7bf2e7617aacd3', 'd8246218a32d827d102d303484f28fe5', '8f938918451d1884f98407374d921ce9', '7ed6f7de7494838690e4215563e3d5fc', 'de44bd1a76077693435261495c11d573', 'af3741a6f8eb54f929009bf2712df8f1', '11a4473dd7e4b06de536389a710f5b53', 'dde95a1c3556076e8665ba97190dc6e3', '9beae409280eb4c93a0b273cc6a788a0', '115ec74d21a3452eda4495936afbbc34', 'af9e31b09113c18462bfb57a5b63cabe', '3766b66858d9facd721b28c046a8050f', '7a0ef7084c8dccdb13d709b6a082807d']","['b486fb5e0cc9019191be914bfc44ffdc', 'bbad1457a0d9b55a418708889c335447', '46d332c6b4de30c88d0d2fffb2333ff4', 'a285f7d9938ab733ae3884db1d9faa04', 'a5af704034ac8bffcb7bf2e7617aacd3', '32b32522b94a1e0bb18f75f47a2d846d', 'ffaff35b2c5fe911f492a894f9fb6bd6', '62378019ca6f4c7e9a656eb434b068fb', 'd0fd593fa11b89993d44b9defe204955', '9f638ce2d689a6f7296c516c8a26ef53', '81d7ca81e3c631295fedefd241d97af2', '9c97cac50db6525262b5f545f4514cab', '24ac23de923cf2c463fefc3fb84541ee', '24375235a533dea1325eb14602638b03', '03e23be9bd47cb4e31364089eba3e2b8', '9199c9b41dbc37380c40a23f38f5d435', 'bc655dad2633d2974a1ba5a9830b5f13', '8c75f2ed1d80d384650a9319f4e465a3', '10698b35f3582cd14329c51fa5783fb5', '852d05f0a0885eb98d4ed7e0874f14a9']","['b486fb5e0cc9019191be914bfc44ffdc', 'bbad1457a0d9b55a418708889c335447', '46d332c6b4de30c88d0d2fffb2333ff4', 'a285f7d9938ab733ae3884db1d9faa04', 'a5af704034ac8bffcb7bf2e7617aacd3', '32b32522b94a1e0bb18f75f47a2d846d', 'ffaff35b2c5fe911f492a894f9fb6bd6', '62378019ca6f4c7e9a656eb434b068fb', 'd0fd593fa11b89993d44b9defe204955', '9f638ce2d689a6f7296c516c8a26ef53']",0.1111111111111111
decor glass,2.0,1.0,6,18,https://www.coles.com.au/search?q=decor%20glass,"['2eba0600630a4696fbe7e00b55818bf6', 'be8b4594da211f66a2029f2e45022032', 'ede03b8829407291ffec49b9368dddba', 'ef3b805d7610fd12ffbb5338cf7d1b6f', '28118fc55427788338743c5ce77277d9', 'ddc13100eb638872eb1a2732b36355e6', 'faf694eca71f93f28bb3bcb9c18c5f47', 'fece24f17f5e52bff9008b9f07c03283', '8e225e6d72a950cc8dad4801232911f9', '19be1ff5d033cdf5f2cac70d7493ce5d', 'ceb7e5887a3cee3d3b3e7d0123ea4e72', 'a8c584f15e2e0ae890888baffed8980a', '31e6651f7ff72fc7ec6d5760212af16a', 'a35b54578c5d3ae8cca30f930a89d2b6', 'be9f7116ecc2080bfe5ff26b3661ae79', '54b9d30f095cfd44b98ab3c03437843f', '0a115034a32d9d974f9f323102fbd7da', '830c0c785c0b6422a214ec7d2d57a9ef', '59bc4f7c427746ac3b5e0e53dcc32113', 'bcdbd8f3b923bd55ba38963e6943154c']","['3ca0a71fdca3d46f104b7cbb45bfbc4b', 'd643a5ba3fd7ff4da84e6d9ef4dc6bbb', '65dcb0a15e21b897323c433f284ce9ca', '2eba0600630a4696fbe7e00b55818bf6', 'cf33fb7c6b0ef8c74d9ddd74c00dd375', '42c87f0a627e83842347d4ffb7ad589e', '42a5ea93c3dee990c26b061e343cb27c', '7e8be3c5e75f8736ba07c34263f8f8ec', '0e0a8640e3e2badb3f10635ad0f439ba', 'f2e3f47cacc275618e76196e587632d8', '999ab01e88132756fa9bc9bf25723601', '0909ea337ad9fc9d9f26ddebb4f89868', 'ed515da555cf78a0e5f80e97699e3a5f', '933530380d7a5c4577591be6c57cae3e', '0f1bc3199726a74cfb784375e23fcbb7', '5ec4fa7f782ad6fa1c70cf4a10b9ea56', '4668f4f56dbb4f580d6f409f60ce1145', 'b57d392e2828fec15bc15d8b6ec6b670', 'ede03b8829407291ffec49b9368dddba', '7d4be32b3f42d4fbdcf307118dddeaaf']","['2eba0600630a4696fbe7e00b55818bf6', '3ca0a71fdca3d46f104b7cbb45bfbc4b', 'd643a5ba3fd7ff4da84e6d9ef4dc6bbb', '65dcb0a15e21b897323c433f284ce9ca', 'cf33fb7c6b0ef8c74d9ddd74c00dd375', '42c87f0a627e83842347d4ffb7ad589e', '42a5ea93c3dee990c26b061e343cb27c', '7e8be3c5e75f8736ba07c34263f8f8ec', '0e0a8640e3e2badb3f10635ad0f439ba', 'f2e3f47cacc275618e76196e587632d8']",0.05263157894736842
masterfood marinades,2.0,1.0,5,0,https://www.coles.com.au/search?q=masterfood%20marinades,"['bbdaab85d3fda65ad1fbcf38f7f3602f', '9c8983e4e0cd93ac8b6e8670a5be8a7c', '52ebef6a5372887fbac758950e10b15c', '4674b7a4e50bdf8dfb385d2c3bf38d6b', '383b0d901aa0dfa5ede5a265f670e20a', '577bd1d0500bfabc229c530d62f68497', 'ecc8c994b43e78ab4f3b7991492a6476', '6b8b5682a2370713cfc755c4e3f7b133', 'ce1356dbf892ded8ffbe2396bccde0ee', '84ec480694e12a77c9793da0638db562', '5312a2698b2846452a8448e9ed73f5b8', '80633181084b03d8377c00d4f1295b9f', '771ac157cbac795f700510a271a493ff', 'd97bd87067d0411dbf7bb402563b8262', 'b7e33054c746573d06d17e19d7ff08e4', '371b9141029452965e2a17242b0638b5', 'c45acf93dbaebe248f8a80afd1848d0f', 'ff45b6ce4fd467232fdd5f2f1c4bf8fd', 'e8b3300366637136301afe16c18e38da', '8259cee1852978cc86ee8c815572ce21']","['4674b7a4e50bdf8dfb385d2c3bf38d6b', '383b0d901aa0dfa5ede5a265f670e20a', '10e046297a947270e166758ca922e918', '56ed9c84efab8617d20aaeafdb0ea4ff', '9f643bcd16df93e2a12fc721b4c4116b', '193da6eb3bd26a74dc337a062be86721', 'e4132d741e6625edba52633f278a43b2', '52ebef6a5372887fbac758950e10b15c', '28e0d93824f08f19d236432d0d38f922', '8531184a7484de27626f9a9a488b7f9c', '7c1f4780f462f1c25849a2273c409ec2', 'b7c7f1ae1c90761ce58a7230d24806f7', 'd83e4603c4cd1fa3668d2c0b27c16247', '016e89757d6de65b47b655461d7f0c08', '03d451d90a84fa30defe2a5ee41f2298', '0a8a673ee2a2f591a116892ad5827657', '9c8983e4e0cd93ac8b6e8670a5be8a7c', '5eae14ad589f1d3527809113d9a0714b', '93d3aef41c8b9f6595954f6241726feb', '327678d31981f97938622385dc154337']","['bbdaab85d3fda65ad1fbcf38f7f3602f', '4674b7a4e50bdf8dfb385d2c3bf38d6b', '383b0d901aa0dfa5ede5a265f670e20a', '10e046297a947270e166758ca922e918', '56ed9c84efab8617d20aaeafdb0ea4ff', '9f643bcd16df93e2a12fc721b4c4116b', '193da6eb3bd26a74dc337a062be86721', 'e4132d741e6625edba52633f278a43b2', '52ebef6a5372887fbac758950e10b15c', '28e0d93824f08f19d236432d0d38f922']",0.1111111111111111
peas coles,2.0,1.0,18,2,https://www.coles.com.au/search?q=peas%20coles,"['e1159f67cf9a5381f75b2d47cc328690', 'd3f5eb17d26b2ea4d3956ad56b1f6042', 'c04eb56e92d5350d01e16dfff1e1640f', '69397e51b2f2248ac1ca7b26daa198e1', 'c423e7229d257cb0ab36de8fd6b1b274', '156d52fae44ad9fe08d3961ea10cf2e6', 'c49ed65d65aa6f8e9dd710634606dcdd', '9b7d86d64c018e492823fc2d21f6631d', '13dd8d2f020f7d25f257ae00f97da8af', '218a52132994b592be024017c94da891', '1325952b58315318c1c341e2b6089bd0', '4a1b813e2ea38c612aca3b630c40de00', '5c8e584cec271e7105fdd9ba761b3660', 'e50e6f1c1a11757de8907348236bcbf8', '15485c68f11228a685badb06eb9868ba', '44131d1425b2a547b4973130e9bd71c7', '03d845e123e221cd9548c74dc060976b', '2ef28cf6531afa3f4a20c3e8fb9b4896', 'd3b996183afe9abfca21c6ca4199a225', '678cb85c51be34ae9b49b5675a9b4db5']","['e1159f67cf9a5381f75b2d47cc328690', 'c423e7229d257cb0ab36de8fd6b1b274', '218a52132994b592be024017c94da891', 'ca90865cece03ef86ce0db717d795699', 'c49ed65d65aa6f8e9dd710634606dcdd', 'd3f5eb17d26b2ea4d3956ad56b1f6042', 'c04eb56e92d5350d01e16dfff1e1640f', '9b7d86d64c018e492823fc2d21f6631d', '156d52fae44ad9fe08d3961ea10cf2e6', '4a10f4baed7ba910e64a89da25503c07', '0050090d1ce066506dfd152e15b08db2', '5c8e584cec271e7105fdd9ba761b3660', 'e6bdd73adf5e064ce36832ec4dd2f7d2', '880302b1aa484a291e73652be8551948', '5afec2155d108e140c801b9b4f65cb44', '4a1b813e2ea38c612aca3b630c40de00', '8878fcab31827f571a5149000bea3ae2', 'e7030d9eb0be60686f6f460c4816b997', '69397e51b2f2248ac1ca7b26daa198e1', 'cfe97db599e57398ec616c2b91836d14']","['e1159f67cf9a5381f75b2d47cc328690', 'c423e7229d257cb0ab36de8fd6b1b274', '218a52132994b592be024017c94da891', 'ca90865cece03ef86ce0db717d795699', 'c49ed65d65aa6f8e9dd710634606dcdd', 'd3f5eb17d26b2ea4d3956ad56b1f6042', 'c04eb56e92d5350d01e16dfff1e1640f', '9b7d86d64c018e492823fc2d21f6631d', '156d52fae44ad9fe08d3961ea10cf2e6', '4a10f4baed7ba910e64a89da25503c07']",0.3793103448275862
aoli,1.0,1.0,1,18,https://www.coles.com.au/search?q=aoli,[],"['391c1a3d7190571ee3810d8c9c512530', 'dce4c4053a9f7277cd392a471ec55617', 'dd85099c6bdf3c5ad045db9bf0b12a93', '54c4e40af053c11127634ecf787a21e8', 'a0dd3faa111e54cd9ebe37f69c726aec', 'f92fc1c0cdeece06e66ff9ca0221ec8e', '60e9d2f686a1bd9facb4843923e140cb', 'c5fb4e476aca706dfd2c56c4a3cb335c', '6cf7df3cedd94ca49b1f913ef761abaf', 'cb9bc78417b594341a0d4b4366d62b45', 'ad66aee1ee7cfa732e56ddb694c7d1fa', '9f8689668191ef79f950c723dfdf8f1f', '8fac03c8609f04728e6078217c7d71f3', '61b98711d863d969a01e85af93a7283b', '1369817e2bf0533b43e04ea0b6093fd4', 'a5b2ec79660cccc357cc493bef77e429', '965787d59db83a002d93f88d6ac9d814', '728ee2663062eb4e0a125f858e120012', '6b2c28210ef5dfd4c8b31a85110fd864', '3efb3cd357e415f0b39e8ec3af61858a']","['391c1a3d7190571ee3810d8c9c512530', 'dce4c4053a9f7277cd392a471ec55617', 'dd85099c6bdf3c5ad045db9bf0b12a93', '54c4e40af053c11127634ecf787a21e8', 'a0dd3faa111e54cd9ebe37f69c726aec', 'f92fc1c0cdeece06e66ff9ca0221ec8e', '60e9d2f686a1bd9facb4843923e140cb', 'c5fb4e476aca706dfd2c56c4a3cb335c', '6cf7df3cedd94ca49b1f913ef761abaf', 'cb9bc78417b594341a0d4b4366d62b45']",0.0
curry rice,2.0,1.0,15,0,https://www.coles.com.au/search?q=curry%20rice,"['b8535b39ed64e105b1dcd04abc1c4022', 'e5d50c71b57794e199f21eedc53df092', 'c880c99c3ac4d7d77090ab6c90917796', '56e01870d8005bf867ab90ab7eeccaa8', 'b58bd69c3566d149e8ee108beeca2657', '66623548131b9809633fb9abb87de401', '4048449869a1e55d8eabb1225d076819', '60209ef0b8d0665e0abdd0243289eee6', 'b70ab5bc58f1b8cdf05eae6012832e34', '403e250a7c6d8d2144d25a556438ac0f', 'f1bda4efc30bccae8c8a0e9e0afa59f6', 'eb596c24104122e8620e2819996e4067', '9232f60c09be30220c1c5cff7d70d852', 'c2a8f26cc60956ffad58687557121220', 'a4d71257b798f47a9626f585a4d96246', 'd5c026cce909d6b17c00224bf416d885', 'be4d09dbaae32709e3c34c22ca8c336b', 'da956534253d174a80675f9d3f1b15e2', 'e95b778e3db88b3091ecf25e849f2599', '0281d1eba19f54840d0139499b33f88d']","['66623548131b9809633fb9abb87de401', 'b8535b39ed64e105b1dcd04abc1c4022', '56e01870d8005bf867ab90ab7eeccaa8', 'e5d50c71b57794e199f21eedc53df092', '4048449869a1e55d8eabb1225d076819', '298e161e97867e77df8ef66c8e750398', '4b14773bd679034e959da3a4f01fe674', '51260e3c7ab921d59174623992021c67', '1132ac4dd6112e16ee2f06ec109291c2', 'ed3fa0b0f42ebbf417748418561ca3ef', '470b72103e59b905839f7653ba29a650', '60209ef0b8d0665e0abdd0243289eee6', 'b58bd69c3566d149e8ee108beeca2657', '77b5c647c78219929f30af8ca5932313', '31023004ebc35e9f9a9a4262a405df33', '31661892d24f6e2f5f6cb38ff945f03d', '3761c537d39a4373011d90a87fb1594e', 'da956534253d174a80675f9d3f1b15e2', 'e4108d7efc9feabf286c85d25be323e9', 'af603435c17de9439dbf712bf0b4f436']","['b8535b39ed64e105b1dcd04abc1c4022', '66623548131b9809633fb9abb87de401', '56e01870d8005bf867ab90ab7eeccaa8', 'e5d50c71b57794e199f21eedc53df092', '4048449869a1e55d8eabb1225d076819', '298e161e97867e77df8ef66c8e750398', '4b14773bd679034e959da3a4f01fe674', '51260e3c7ab921d59174623992021c67', '1132ac4dd6112e16ee2f06ec109291c2', 'ed3fa0b0f42ebbf417748418561ca3ef']",0.25
apple scroll,2.0,1.0,14,0,https://www.coles.com.au/search?q=apple%20scroll,"['732533706ae42f3f4ac59a6cf621a5ed', '2d7f4e72c4fca776aad2634fc0f9f6e3', '0b93d019cbbc518de0883bb1581a7b02', '408a1b360d535c053d85547034e499e6', '15634fef9e84b4af8b24b6874a30ed69', '56ab37cf99833387c06109e5a9c435f8', '7fc563a9a384fef8fc8bf6a97c5499fa', '8e3d14631c5429c24988cc9b41671fae', '3beced8b2d559eabef422f475e498ad4', 'd4b12837ffae0bdb358ac62616fd8b06', '89324a37899688972c12729b8ead4321', '3628b053bf20ed2664ece2ebcf0ec978', 'd9e4e8c9cc4e2781221fb142b3ef45f2', 'a17826d6eec6301b93061ac0c04ebef7', 'c9492a28ef0f1cbbd1299b26de6a95da', '865b9fa2dc664e7ab7df4b0101ac84ff', 'b13a4aa50e505e748f750d3aea88afe8', '85dedf1ce46eba55aad3fb0eefad6dc9', '039b8f89bcc72eb313fad1e5ba605421', '5f63bc00eecc95c325b15ea9df1da8b9']","['8064e03036ae7cebe974ffc95506b981', '4df72fd755c40cde5b1f0b75da9dd131', '36fa35677397b9199b04aad4f0f06c28', '2d7f4e72c4fca776aad2634fc0f9f6e3', 'fb9ab143fd4636136e641de564f28a91', 'ec6c65ea6cb085ec70fcc8b891944ec6', '0b29ac3000053fb1e268d86e35e9fe48', '27fde09bfbb739aeec966fac227e995c', '6b015b724d5d78e3b63991c19b711b3c', '039b8f89bcc72eb313fad1e5ba605421', 'fdd8b2dc5e7457d831ba3999c8caab00', '9d0093f2310e4719265852c060bb20e6', '7361348c6a284c551e5db8eac7943dba', '5fa8a699906b85bb765667e621c205a9', 'a8c584f15e2e0ae890888baffed8980a', '14f5185b72f6e6586f3bf36ef1ff60e3', 'cb5df1e3d58869d5f96537eb21122427', 'd4b12837ffae0bdb358ac62616fd8b06', '07f19c6960294dda16a06bfd0355b1bf', '9b91d586c280c235a046f98008946419']","['732533706ae42f3f4ac59a6cf621a5ed', '8064e03036ae7cebe974ffc95506b981', '4df72fd755c40cde5b1f0b75da9dd131', '36fa35677397b9199b04aad4f0f06c28', '2d7f4e72c4fca776aad2634fc0f9f6e3', 'fb9ab143fd4636136e641de564f28a91', 'ec6c65ea6cb085ec70fcc8b891944ec6', '0b29ac3000053fb1e268d86e35e9fe48', '27fde09bfbb739aeec966fac227e995c', '6b015b724d5d78e3b63991c19b711b3c']",0.08108108108108109
minced pie,2.0,1.0,2,1,https://www.coles.com.au/search?q=minced%20pie,"['b58f70e3cce2ea212d95dcde0ff6d96b', '7d702823ce8e4bda3fb93e7d829c6d40', 'e1d99bd1c7448e89851b01aa91834026', '9ab37b0f2ce545ee7631e6395dc6deee', '3ec97c0fd326caf781975588669da7a5', '33b7f6c93d2e16e43daf6408bcce70dd', 'b716ad1294bf8aa80718247776899cec', 'e5fe25eef58c7c9d8d156aee0a4195a2', 'b3bf5b826cf3b1fac2351e693156d3ae', 'd9e4e8c9cc4e2781221fb142b3ef45f2', '85dedf1ce46eba55aad3fb0eefad6dc9', 'a58390edfcf269d46460e30594d61bb8', '15c25e36402d175ee02f36b96ba7cb58', '27fde09bfbb739aeec966fac227e995c', '64f7f48de3bd1375c7b2247ab8374c99', '07885850fb1ecda19863163a68d5ef27', 'f1d2367dec526dd8166b7623260cf7bc', '198c424376bf7d8455d3fe2da45aea96', 'df6a649f03a173580789e209cba7aff0', 'ccb8574bee9fc6169f834e4570064a90']","['33b7f6c93d2e16e43daf6408bcce70dd', '198c424376bf7d8455d3fe2da45aea96', 'e5fe25eef58c7c9d8d156aee0a4195a2', '34158e643ed3a1c34d2e14cbbf2d372b', '10d42ef3909c58221d2de13f202b158d', '4a40c90ccbf09b37a20a61071af86c6f', 'df6a649f03a173580789e209cba7aff0', '27fde09bfbb739aeec966fac227e995c', '32194c60db0a2e5af271c2e836507bc2', '985477684131caa7503bda075da1a925', '5c4d12c09086d1cb82faaa1e991983d7', '2fd7e50c17f7d6d1f18da789c5a037cd', 'd5cff9b51e70d68f9db265b6234d9402', 'e837367a16a277e1ef0ccac95ccb32eb', '406014e1a511af25a2388285ebea7216', '44dd607e06c8a44aefd39dde6e4087e9', '8fafbe994ac815745957877c17e77f44', '5f31f130f19be4cd12d8987ebe931b19', '01d4fe86ebbd1db463253a71bee6d06f', '659e01eae14d2984efa7cb0aa4ae7415']","['b58f70e3cce2ea212d95dcde0ff6d96b', '33b7f6c93d2e16e43daf6408bcce70dd', '198c424376bf7d8455d3fe2da45aea96', 'e5fe25eef58c7c9d8d156aee0a4195a2', '34158e643ed3a1c34d2e14cbbf2d372b', '10d42ef3909c58221d2de13f202b158d', '4a40c90ccbf09b37a20a61071af86c6f', 'df6a649f03a173580789e209cba7aff0', '27fde09bfbb739aeec966fac227e995c', '32194c60db0a2e5af271c2e836507bc2']",0.14285714285714285
tweezer,1.0,1.0,5,5,https://www.coles.com.au/search?q=tweezer,"['b246550e5f8715687f4ccec5f934200f', '1c4f77d77db3a0d232763f5915ee62bc', 'bf80ed1cb1e84f999a68dc8d2454ba18', 'ec19904f3a64db8ea97c2c4da979bcf3', 'c9bb2f1e2b226a85fe365944cebfb6ab']","['1c4f77d77db3a0d232763f5915ee62bc', 'c9bb2f1e2b226a85fe365944cebfb6ab', 'ec19904f3a64db8ea97c2c4da979bcf3', 'bf80ed1cb1e84f999a68dc8d2454ba18', 'b246550e5f8715687f4ccec5f934200f', '796a6ebd9c41aa2be0b2b8131b375c61', 'ceaf26baafd00445bb0a4b0703dffda0', '0692853bee3e4fef89d36225e1639993', '057a80f55afbfe7a194834c651fc916d', '8482be135bf17f166a86c3573ad1c54f', '39d89be3e1389444626916b5f142060d', 'a5a0a43b0cc34347a2f3347881878cad', 'd5194a755ee272aaf8bac2850f9e9f50', 'd82742243fb8881d652cecdbfdd57e61', 'b80dcf376fe88b6f0c1f3e730c7d1636', '0c8b1134157081cae8be22f573580db4', '3efb3cd357e415f0b39e8ec3af61858a', '29a50f64bf7b95bc618a1f1a52e31449', '078e7bc70135e519357d059030af6353', '7536c460d06cab83fdc2bd8f66e26746']","['b246550e5f8715687f4ccec5f934200f', '1c4f77d77db3a0d232763f5915ee62bc', 'c9bb2f1e2b226a85fe365944cebfb6ab', 'ec19904f3a64db8ea97c2c4da979bcf3', 'bf80ed1cb1e84f999a68dc8d2454ba18', '796a6ebd9c41aa2be0b2b8131b375c61', 'ceaf26baafd00445bb0a4b0703dffda0', '0692853bee3e4fef89d36225e1639993', '057a80f55afbfe7a194834c651fc916d', '8482be135bf17f166a86c3573ad1c54f']",0.25
slaw,1.0,1.0,11,2,https://www.coles.com.au/search?q=slaw,"['b0c68a31b83799173d9cc21edb361bf8', '0241a4e7b31186cd117d1f170b146ab0', '8e94c88e1ded37a348fe3fe4eba1bf77', '2b501a80de58716d7b964bc8ef92e079', '82bd26b2d467f2f81354f54bb0af44f3', 'ff97e5cad507862292d1a80de3137185', '23e348edb8552e38e3df8fe9ef1a2a27', 'ca0e21c9bdfdefa27bc1581d7ba7f7e0', 'b20ea98770ac0cb7f9d1d720ec3057c4', 'bf874775aa812ec781df7709ca78d476', 'b71d0808c8847d3c8e7ce35bb97c5cb4', '7131d44186dedc2ae941ce16728cbb9e', 'f3f7d1390450ea7eb909e790a8fad056', 'd4ae30b5392ab0c33b40a0c08e579506']","['82bd26b2d467f2f81354f54bb0af44f3', 'c9f8801352398c5aaf4307136860420a', 'fcc5da39d887330bfbbb5bc07922ccc7', 'b0c68a31b83799173d9cc21edb361bf8', '48299f8e9354601c14975bebec44ec54', '0241a4e7b31186cd117d1f170b146ab0', 'ac31271c659d0828808ad6dec444192b', '19ba3016d23891bf1a0bab23b459ddea', '89062435fea8d1f8eca583c5b17608c4', '965787d59db83a002d93f88d6ac9d814', '2411ca71c3943ebc3746a83c459f3c86', 'c5881fdd5159eb0ad425d04407620e7a', '2b501a80de58716d7b964bc8ef92e079', 'df9cad1256224c643b0ad4eb732aa95e', 'b0254b397db8f8dde448c5354e1f9c27', 'ff97e5cad507862292d1a80de3137185', 'e124f063fa77caad24f906e26cbf6c66', 'be3ff843d4aaef7108f0dc46dd1d1acf', 'bf9d7af456925177b918ec1888e55c51', 'de7f9916304dfda721bcfa96038b55c5']","['b0c68a31b83799173d9cc21edb361bf8', '82bd26b2d467f2f81354f54bb0af44f3', 'c9f8801352398c5aaf4307136860420a', 'fcc5da39d887330bfbbb5bc07922ccc7', '48299f8e9354601c14975bebec44ec54', '0241a4e7b31186cd117d1f170b146ab0', 'ac31271c659d0828808ad6dec444192b', '19ba3016d23891bf1a0bab23b459ddea', '89062435fea8d1f8eca583c5b17608c4', '965787d59db83a002d93f88d6ac9d814']",0.1724137931034483
self raisif,2.0,1.0,14,0,https://www.coles.com.au/search?q=self%20raisif,"['26eb04f178cdbee48ef62c196698e2c5', '2fe4a363046d53936aa2eafa165b24d7', '83117094db318c7db784609f4b1c181c', 'd9b154671cac99820ff14c96f3b40cd1', '9ed85b97516e5de543c5560de04e84a7', 'fa0b37ee46ad8546eb3dac7b8aa1c43e', 'd23d098c69ef1ef9664af81cc418d444', '639d877159d01ffdcc67c31d89757cca', 'a4a4f3e119a61b52645be79aac5b5d9b', '47cee4f166d2be533406af370c92b7c3', '3a1545b32aa1a74c5f737e9f48fc66cd', '4833bf7b81cfd2dd076e8eb3427bcdda', '6bc4199f0292b624d7585f3f15a54b77', '64c5944eda4c961b49fab2c31e42268c', 'a149e68d8172291d1d2d5c98e11750a3', '540f45394b1fa226147b2853b61c24be', '87c8b4583ad655b737f7f4792c6116ea', '7296a9ef5fb98543cbac2f350cc9741f', '75a1e8f6d077a8de7d051137cdd1eacc', '4f09f8e0277f63b03db4d2f79b43379a']","['26eb04f178cdbee48ef62c196698e2c5', '70749525db579cd03ae45d578bcaaf77', '72beb926bcb0dcb63b7cac8e6c063bcf', '34ac8768cc63ceee6dc9bedff3c3987a', '5aea548032ae53971e3acaed75e1d8e1', 'e3a483664d4be355509462b4f7310156', 'c145e75e7b94452785218b20b46ea32c', '9caf7e5890a31906e4cd4e026af69757', 'c7ea07a57ce3d4c897428e35faf4624a', '87c8b4583ad655b737f7f4792c6116ea', 'd9b154671cac99820ff14c96f3b40cd1', '2fe4a363046d53936aa2eafa165b24d7', 'ee9d0c47f172d90c92c310db1534d6db', 'd59cd3d96559dae792e989f8a02e8261', '83117094db318c7db784609f4b1c181c', 'dc59fc856dda25d979fe0914df280020', '99715ea79cbd80da7bf3e07c33c41453', '744326058ec98e56e2e434a8c47769f3', '355012cd8346920cf4e32e1e8fa950ab', 'ab8feef3a8d33bf1511b2410f6a9ab37']","['26eb04f178cdbee48ef62c196698e2c5', '70749525db579cd03ae45d578bcaaf77', '72beb926bcb0dcb63b7cac8e6c063bcf', '34ac8768cc63ceee6dc9bedff3c3987a', '5aea548032ae53971e3acaed75e1d8e1', 'e3a483664d4be355509462b4f7310156', 'c145e75e7b94452785218b20b46ea32c', '9caf7e5890a31906e4cd4e026af69757', 'c7ea07a57ce3d4c897428e35faf4624a', '87c8b4583ad655b737f7f4792c6116ea']",0.14285714285714285
arnott raspberry,2.0,1.0,5,2,https://www.coles.com.au/search?q=arnott%20raspberry,"['10efb5c8bf0a756d5a09553c9b343b21', 'de101747a5957b708f9b3a92cee1e79a', '9772133007b66f35a465551e1562be3e', '2de152caaea094671f459444296b318c', '42b582e0305f6908411d3585945ccb42', '8657ed89466fde948d39a22d2cac1281', '9c06d131d6ea265ddbe28d0aa1faf9df', '0b4a745918f8a4f6c0d998575a88c1ac', 'a17826d6eec6301b93061ac0c04ebef7', '36186ea64416139a5b72cc41bd137f30', '80ded019b8850c706a108d76a66b7f59', '0f35464139f9434bc12ff28da9928955', 'ce69f1908974b558e81eeae0644c6b73', '3c9ccdc1898ed8a0074f1eab326d654f', 'f6fe5b2d68e3f86f6a8e8f6fce74b8eb', '9c7c0974d6797b407360ee2ca77d76e9', 'a6912899f3433955245bbef4a9395414', '626a584715ed38f706806e55ee799d00', '198d9d79795b4273ea6aef4b395512bb', 'ce01dab28454aca36f7f8636b40a2b50']","['ce01dab28454aca36f7f8636b40a2b50', '9772133007b66f35a465551e1562be3e', 'd032d5e4e4a4ee7cf7f012c4f80a719f', 'd933a95433c041a509e12fe09beee5de', '07034e48ee71fd626210a3e6a41d0998', '660385b6fe7e2d1a3ad16df1953ca83d', '71bb1e8bdef47183348879a6e8721164', '64d73a126abb8362ce7ccba4df291a9d', 'a240188405d484b02f81af63b495c30d', '3ace0554cc70999b8276220c5f887dec', '28c8a21fbd4da661b7148e61df3c2ae9', 'd3710af5f308f496458dec8c58514d07', 'ca20f1d4eac78e35206f6d4d55c80b8c', '1b4197947366d0f0241cf196c85d389e', '0dce261fb763427bd727aafaa8ef1040', '3950bd301f8b3117463abd3334d1a144', '561a4cbea0414c02d3156fb396bb625a', 'b7b34fc5807f5f881abf8726d4f09579', 'fee637d98143c76e66b5c4ce7cd13548', '29f371a888046184b63586d649409c42']","['10efb5c8bf0a756d5a09553c9b343b21', 'ce01dab28454aca36f7f8636b40a2b50', '9772133007b66f35a465551e1562be3e', 'd032d5e4e4a4ee7cf7f012c4f80a719f', 'd933a95433c041a509e12fe09beee5de', '07034e48ee71fd626210a3e6a41d0998', '660385b6fe7e2d1a3ad16df1953ca83d', '71bb1e8bdef47183348879a6e8721164', '64d73a126abb8362ce7ccba4df291a9d', 'a240188405d484b02f81af63b495c30d']",0.05263157894736842
